EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Cynthia Calvillo,Loopy Godinez,Argentina,United States
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Middleweight Bout,Gerald Meerschaert,Joe Pyfer,United States,Mexico
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Michelle Waterson-Gomez,Luana Pinheiro,United States,United States
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Middleweight Bout,Chris Curtis,Kelvin Gastelum,Brazil,United States
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Raul Rosas Jr.,Christian Rodriguez,United States,United States
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Welterweight Bout,Kevin Holland,Santiago Ponzinibbio,Mexico,United States
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Rob Font,Adrian Yanez,United States,Chile
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Welterweight Bout,Gilbert Burns,Jorge Masvidal,United States,China
Pereira vs Adesanya 2,"
Sat, Apr 8 / 10:00 PM EDT / Main Card
",Middleweight Title Bout,Alex Pereira,Israel Adesanya,United States,Brazil
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Flyweight Bout,Victor Altamirano,Vinicius Salvador,United States,Ecuador
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Flyweight Bout,CJ Vergara,Daniel Lacerda,Russia,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Welterweight Bout,Trevin Giles,Preston Parsons,United States,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Featherweight Bout,Steven Peterson,Lucas Alexander,United States,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Featherweight Bout,Daniel Pineda,Tucker Lutz,Russia,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Middleweight Bout,Chidi Njokuani,Albert Duraev,United States,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Andrea Lee,Maycee Barber,Brazil,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Featherweight Bout,Nate Landwehr,Austin Lingo,United States,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Women's Bantamweight Bout,Holly Holm,Yana Santos,Brazil,United States
Vera vs Sandhagen,"
Sat, Mar 25 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Marlon Vera,Cory Sandhagen,Brazil,Mexico
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Women's Flyweight Bout,Juliana Miller,Veronica Hardy ,Nigeria,England
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Lightweight Bout,Jai Herbert,Ludovit Klein,Azerbaijan,United States
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Women's Flyweight Bout,Joanne Wood,Luana Carolina,United States,Iceland
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Flyweight Bout,Jake Hadley,Malcolm Gordon,Australia,Brazil
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Middleweight Bout,Christian Leroy Duncan,Duško Todorović,Georgia,Italy
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Featherweight Bout,Lerone Murphy,Gabriel Santos,Finland,Wales
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Flyweight Bout,Muhammad Mokaev,Jafel Filho,Venezuela,Scotland
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Lightweight Bout,Sam Patterson,Yanal Ashmouz,Israel,United Kingdom
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Lightweight Bout,Chris Duncan,Omar Morales,Brazil,United Kingdom
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Featherweight Bout,Jack Shore,Makwan Amirkhani,Brazil,England
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Middleweight Bout,Marvin Vettori,Roman Dolidze,Serbia,United Kingdom
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Women's Flyweight Bout,Jennifer Maia,Casey O'Neill,Canada,England
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Welterweight Bout,Gunnar Nelson,Bryan Barberena,Brazil,Scotland
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Lightweight Bout,Justin Gaethje,Rafael Fiziev,Slovakia,England
Edwards vs Usman 3,"
Sat, Mar 18 / 5:00 PM EDT / Main Card
",Welterweight Title Bout,Leon Edwards,Kamaru Usman,Venezuela,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Welterweight Bout,Carlston Harris,Jared Gooden,Georgia,Russia
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Flyweight Bout,Tyson Nam,Bruno Silva,Moldova,Russia
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Women's Flyweight Bout,Ariane Lipski,JJ Aldrich,United States,
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Bantamweight Bout,Victor Henry,Tony Gravely,United States,Russia
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Middleweight Bout,Sedriques Dumas,Josh Fremd,Argentina,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Bantamweight Bout,Raphael Assunção,Davey Grant,Sweden,Brazil
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Heavyweight Bout,Karl Williams,Lukasz Brzeski,Poland,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Light Heavyweight Bout,Vitor Petrino,Anton Turkalj,England,Brazil
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Bantamweight Bout,Mario Bautista,Guido Cannetti,United States,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Bantamweight Bout,Said Nurmagomedov,Jonathan Martinez,United States,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Catchweight Bout,Nikita Krylov,Ryan Spann,United States,Brazil
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Heavyweight Bout,Alexander Volkov,Alexandr Romanov,Brazil,United States
Yan vs Dvalishvili,"
Sat, Mar 11 / 6:00 PM EST / Main Card
",Bantamweight Bout,Petr Yan,Merab Dvalishvili,United States,Guyana
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Lightweight Bout,Esteban Ribovics,Loik Radzhabov,France,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Bantamweight Bout,Da'Mon Blackshear,Farid Basharat,Mexico,Kyrgyzstan
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Women's Strawweight Bout,Jessica Penne,Tabatha Ricci,Kazakhstan,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Bantamweight Bout,Mana Martinez,Cameron Saaiman,United States,Poland
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Welterweight Bout,Ian Machado Garry,Song Kenan,United States,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Middleweight Bout,Julian Marquez,Marc-Andre Barriault,Guam,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Women's Flyweight Bout,Viviane Araújo,Amanda Ribas,South Africa,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Middleweight Bout,Derek Brunson,Dricus Du Plessis,Brazil,Brazil
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Bantamweight Bout,Cody Garbrandt,Trevin Jones,Canada,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Middleweight Bout,Bo Nickal,Jamie Pickett,China,Ireland
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Lightweight Bout,Mateusz Gamrot,Jalin Turner,South Africa,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Welterweight Bout,Geoff Neal,Shavkat Rakhmonov,Brazil,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Women's Flyweight Title Bout,Valentina Shevchenko,Alexa Grasso,Afghanistan,United States
Jones vs Gane,"
Sat, Mar 4 / 10:00 PM EST / Main Card
",Heavyweight Title Bout,Jon Jones,Ciryl Gane,Tajikistan,Argentina
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Lightweight Bout,Rafael Alves,Nurullo Aliev,United States,Brazil
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Lightweight Bout,Joe Solecki,Carl Deaton,United States,Brazil
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Catchweight Bout,Ode' Osbourne,Charles Johnson,United States,United States
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Lightweight Bout,Jordan Leavitt,Victor Martinez,Canada,Canada
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Women's Flyweight Bout,Jasmine Jasudavicius,Gabriella Fernandes,United States,United States
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Lightweight Bout,Erick Gonzalez,Trevor Peek,Brazil,Canada
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Welterweight Bout,Mike Malott,Yohan Lainesse,United States,United States
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Women's Flyweight Bout,Tatiana Suarez,Montana De La Rosa,United States,Jamaica
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Heavyweight Bout,Augusto Sakai,Dontale Mayes,United States,United States
Muniz vs Allen,"
Sat, Feb 25 / 7:00 PM EST / Main Card
",Middleweight Bout,Andre Muniz,Brendan Allen,Tajikistan,Brazil
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Flyweight Bout,Clayton Carpenter,Juancamilo Ronderos,United States,Brazil
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Welterweight Bout,AJ Fletcher,Themba Gorimbo,United States,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Ovince Saint Preux,Philipe Lins,United States,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Featherweight Bout,Jamall Emmers,Khusein Askhabov,Poland,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Women's Bantamweight Bout,Lina Lansberg,Mayra Bueno Silva,United States,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Lightweight Bout,Nazim Sadykhov,Evan Elder,United States,Azerbaijan
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Lightweight Bout,Jim Miller,Alexander Hernandez,Brazil,Sweden
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,William Knight,Marcin Prachnio,United Arab Emirates,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Heavyweight Bout,Josh Parisian,Jamal Pogues,Brazil,Haiti
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Jordan Wright,Zac Pauga,Zimbabwe,United States
Andrade vs Blanchfield,"
Sat, Feb 18 / 7:00 PM EST / Main Card
",Women's Flyweight Bout,Jessica Andrade,Erin Blanchfield,Colombia,United States
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Lightweight Bout,Zubaira Tukhugov,Elves Brener,Australia,Russia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Featherweight Bout,Shane Young,Blake Bilder,United States,Mexico
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Women's Strawweight Bout,Loma Lookboonmee,Elise Reed,Jamaica,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Featherweight Bout,Jack Jenkins,Don Shainis,United States,New Zealand
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Lightweight Bout,Jamie Mullarkey,Francisco Prado,United States,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Flyweight Bout,Shannon Ross,Kleydson Rodrigues,Lithuania,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Featherweight Bout,Josh Culibao,Melsik Baghdasaryan,Armenia,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Tyson Pedro,Modestas Bukauskas,Brazil,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Jimmy Crute,Alonzo Menifield,Argentina,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Heavyweight Bout,Justin Tafa,Parker Porter,United States,Australia
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Welterweight Bout,Jack Della Maddalena,Randy Brown,United States,Thailand
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Featherweight Interim Title Bout,Yair Rodriguez,Josh Emmett,United States,New Zealand
Makhachev vs Volkanovski,"
Sat, Feb 11 / 10:00 PM EST / Main Card
",Lightweight Title Bout,Islam Makhachev,Alexander Volkanovski,Brazil,Russia
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Flyweight Bout,Tatsuro Taira,Jesus Aguilar,Moldova,United States
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Middleweight Bout,Junyong Park,Denis Tiuliulin,United States,South Korea
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Flyweight Bout,SeungGuk Choi,HyunSung Park,Bulgaria,Poland
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Bantamweight Bout,Toshiomi Kazama,Rinya Nakamura,Canada,South Korea
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Featherweight Bout,JeongYeong Lee,Yi Zha,United States,Japan
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Lightweight Bout,Jeka Saragih,Anshul Jubli,India,Indonesia
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Welterweight Bout,Yusaku Kinoshita,Adam Fugitt,China,South Korea
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Featherweight Bout,Dooho Choi,Kyle Nelson,Japan,Japan
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Heavyweight Bout,Marcin Tybura,Blagoy Ivanov,South Korea,South Korea
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Light Heavyweight Bout,Da Woon Jung,Devin Clark,Russia,South Korea
Lewis vs Spivac,"
Sun, Feb 5 / 1:00 AM EST / Main Card
",Heavyweight Bout,Derrick Lewis,Serghei Spivac,Mexico,Japan
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Bantamweight Bout,Saimon Oliveira,Daniel Marcos,United States,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Women's Featherweight Bout,Josiane Nunes,Zarah Fairn,Mexico,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Welterweight Bout,Warlley Alves,Nicolas Dalby,United States,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Lightweight Bout,Ismael Bonfim,Terrance McKinney,Brazil,United States
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Bantamweight Bout,Luan Lacerda,Cody Stamann,Brazil,Scotland
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Heavyweight Bout,Shamil Abdurakhimov,Jailton Almeida,Ukraine,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Welterweight Bout,Gabriel Bonfim,Mounir Lazzez,Brazil,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Lightweight Bout,Thiago Moises,Melquizael Costa,Brazil,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Middleweight Bout,Gregory Rodrigues,Brunno Ferreira,Tunisia,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Mauricio Rua,Ihor Potieria,Brazil,Russia
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Light Heavyweight Bout,Paul Craig,Johnny Walker,United States,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Women's Flyweight Bout,Lauren Murphy,Jessica Andrade,United States,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Welterweight Bout,Gilbert Burns,Neil Magny,Denmark,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Flyweight Title Bout,Deiveson Figueiredo,Brandon Moreno,France,Brazil
Teixeira vs Hill,"
Sat, Jan 21 / 10:00 PM EST / Main Card
",Light Heavyweight Title Bout,Glover Teixeira,Jamahal Hill,Peru,Brazil
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Flyweight Bout,Charles Johnson,Jimmy Flick,France,United States
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Featherweight Bout,Dan Argueta,Nick Aguirre,United States,United States
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Flyweight Bout,Allan Nascimento,Carlos Hernandez,Russia,United States
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Lightweight Bout,Mateusz Rębecki,Nick Fiore,United States,Brazil
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Middleweight Bout,Claudio Ribeiro,Abdul Razak Alhassan,Brazil,Russia
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Bantamweight Bout,Javid Basharat,Mateus Mendonça,Brazil,Afghanistan
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Bantamweight Bout,Umar Nurmagomedov,Raoni Barcelos,Ghana,Brazil
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Women's Bantamweight Bout,Ketlen Vieira,Raquel Pennington,United States,Poland
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Middleweight Bout,Punahele Soriano,Roman Kopylov,United States,Brazil
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Featherweight Bout,Dan Ige,Damon Jackson,United States,United States
Strickland vs Imavov,"
Sat, Jan 14 / 7:00 PM EST / Main Card
",Light Heavyweight Bout,Sean Strickland,Nassourdine Imavov,United States,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Bantamweight Bout,Sergey Morozov,Journey Newson,United States,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Flyweight Bout,David Dvorak,Manel Kape,Kazakhstan,Armenia
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Welterweight Bout,Bryan Battle,Rinat Fakhretdinov,Brazil,Iraq
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Lightweight Bout,Rafa Garcia,Maheshate,United States,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Bantamweight Bout,Said Nurmagomedov,Saidyokub Kakhramonov,United States,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Welterweight Bout,Jake Matthews,Matthew Semelsberger,Poland,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Women's Strawweight Bout,Cheyanne Vlismas,Cory McKenna,United Kingdom,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Middleweight Bout,Cody Brundage,Michal Oleksiejczuk,United States,Australia
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Lightweight Bout,Drew Dober,Bobby Green,Uzbekistan,Russia
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Featherweight Bout,Alex Caceres,Julian Erosa,China,Mexico
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Flyweight Bout,Amir Albazi,Alessandro Costa,Russia,United States
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Lightweight Bout,Arman Tsarukyan,Damir Ismagulov,Portugal,Czechia
Cannonier vs Strickland,"
Sat, Dec 17 / 7:00 PM EST / Main Card
",Middleweight Bout,Jared Cannonier,Sean Strickland,United States,Kazakhstan
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Bantamweight Bout,Cameron Saaiman,Steven Koslow,Russia,Poland
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Featherweight Bout,TJ Brown,Erik Silva,United States,England
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Featherweight Bout,Billy Quarantillo,Alexander Hernandez,United States,Argentina
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Middleweight Bout,Chris Curtis,Joaquin Buckley,South Africa,England
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Middleweight Bout,Edmen Shahbazyan,Dalcha Lungiambula,Georgia,United States
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Heavyweight Bout,Jairzinho Rozenstruik,Chris Daukaus,United States,Mexico
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Bantamweight Bout,Raul Rosas Jr.,Jay Perrin,United States,Suriname
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Featherweight Bout,Bryce Mitchell,Ilia Topuria,Congo - Kinshasa,United States
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Middleweight Bout,Darren Till,Dricus Du Plessis,United States,United States
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Catchweight Bout,Santiago Ponzinibbio,Alex Morono,United States,United States
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Lightweight Bout,Paddy Pimblett,Jared Gordon,Venezuela,United States
Blachowicz vs Ankalaev,"
Sat, Dec 10 / 10:00 PM EST / Main Card
",Light Heavyweight Title Bout,Jan Błachowicz,Magomed Ankalaev,United States,South Africa
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Women's Strawweight Bout,Yazmin Jauregui,Istela Nunes,United States,United States
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Featherweight Bout,Marcelo Rojo,Francis Marshall,Brazil,United States
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Lightweight Bout,Natan Levy,Genaro Valdez,United States,Brazil
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Featherweight Bout,Darren Elkins,Jonathan Pearce,Russia,Australia
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Lightweight Bout,Michael Johnson,Marc Diakiese,Georgia,Norway
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Lightweight Bout,Clay Guida,Scott Holtzman,United States,United States
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Women's Strawweight Bout,Angela Hill,Emily Ducote,United States,United States
Thompson vs Holland,"
Sat, Dec 3 / 10:00 PM EST / Main Card
",Welterweight Bout,Niko Price,Phil Rowe,United States,United States
